STATION,DATE,HourlyDryBulbTemperature
72365623049,8/22/21 9:53,78
72365623049,8/22/21 10:53,82
72365623049,8/22/21 11:53,85
72365623049,8/22/21 12:53,83
72365623049,8/22/21 13:13,86
72365623049,8/22/21 13:28,86
72365623049,8/22/21 13:51,82
72365623049,8/22/21 13:53,83
72365623049,8/22/21 14:42,80
72365623049,8/22/21 14:53,82
72365623049,8/22/21 15:53,82
72365623049,8/22/21 16:53,82
72365623049,8/22/21 17:53,82
72365623049,8/22/21 18:53,78
72365623049,8/22/21 19:53,76
72365623049,8/22/21 20:53,73
72365623049,8/22/21 21:53,68
72365623049,8/22/21 22:53,68
72365623049,8/22/21 23:53,65
72365623049,8/22/21 23:59,
72365623049,8/23/21 0:53,63
72365623049,8/23/21 1:53,64
72365623049,8/23/21 2:53,61
72365623049,8/23/21 3:53,58
72365623049,8/23/21 4:53,64
72365623049,8/23/21 5:53,60
72365623049,8/23/21 6:53,65
72365623049,8/23/21 7:53,68
72365623049,8/23/21 8:53,72
72365623049,8/23/21 9:53,78
72365623049,8/23/21 10:53,82
72365623049,8/23/21 11:53,85
72365623049,8/23/21 12:53,88
72365623049,8/23/21 13:53,89
72365623049,8/23/21 14:53,86
72365623049,8/23/21 15:53,84
72365623049,8/23/21 16:53,86
72365623049,8/23/21 17:53,83
72365623049,8/23/21 18:53,78
72365623049,8/23/21 19:53,76
72365623049,8/23/21 20:53,74
72365623049,8/23/21 21:53,72
72365623049,8/23/21 22:53,72
72365623049,8/23/21 23:53,72
72365623049,8/23/21 23:59,
72365623049,8/24/21 0:53,69
72365623049,8/24/21 1:53,67
72365623049,8/24/21 2:53,66
72365623049,8/24/21 3:53,61
72365623049,8/24/21 4:53,64
72365623049,8/24/21 5:53,57
72365623049,8/24/21 6:53,67
72365623049,8/24/21 7:53,76
72365623049,8/24/21 8:53,81
72365623049,8/24/21 9:53,83
72365623049,8/24/21 10:53,86
72365623049,8/24/21 11:53,88
72365623049,8/24/21 12:53,90
72365623049,8/24/21 13:53,91
72365623049,8/24/21 14:53,90
72365623049,8/24/21 15:53,91
72365623049,8/24/21 16:53,90
72365623049,8/24/21 17:53,87
72365623049,8/24/21 18:53,80
72365623049,8/24/21 19:53,75
72365623049,8/24/21 20:53,71
72365623049,8/24/21 21:53,68
72365623049,8/24/21 22:53,67
72365623049,8/24/21 23:53,66
72365623049,8/24/21 23:59,
72365623049,8/25/21 0:53,65
72365623049,8/25/21 1:53,63
72365623049,8/25/21 2:53,64
72365623049,8/25/21 3:53,62
72365623049,8/25/21 4:53,61
72365623049,8/25/21 5:53,60
72365623049,8/25/21 6:53,64
72365623049,8/25/21 7:53,70
72365623049,8/25/21 8:53,78
72365623049,8/25/21 9:53,84
72365623049,8/25/21 10:53,88
72365623049,8/25/21 11:53,89
72365623049,8/25/21 12:53,92
72365623049,8/25/21 13:53,92
72365623049,8/25/21 14:53,93
72365623049,8/25/21 15:53,92
72365623049,8/25/21 16:53,92
72365623049,8/25/21 17:53,89
72365623049,8/25/21 18:53,81
72365623049,8/25/21 19:53,77
72365623049,8/25/21 20:53,77
72365623049,8/25/21 21:53,75
72365623049,8/25/21 22:53,73
72365623049,8/25/21 23:53,72
72365623049,8/25/21 23:59,
72365623049,8/26/21 0:53,71
72365623049,8/26/21 1:53,70
72365623049,8/26/21 2:53,69
72365623049,8/26/21 3:53,66
72365623049,8/26/21 4:53,65
72365623049,8/26/21 5:53,66
72365623049,8/26/21 6:53,72
72365623049,8/26/21 7:53,75
72365623049,8/26/21 8:53,77
72365623049,8/26/21 9:53,80
72365623049,8/26/21 10:53,85
72365623049,8/26/21 11:53,87
72365623049,8/26/21 12:53,90
72365623049,8/26/21 13:53,91
72365623049,8/26/21 14:53,88
72365623049,8/26/21 15:53,85
72365623049,8/26/21 16:24,80
72365623049,8/26/21 16:53,81
72365623049,8/26/21 17:07,81
72365623049,8/26/21 17:53,73
72365623049,8/26/21 18:06,70
72365623049,8/26/21 18:17,71
72365623049,8/26/21 18:53,68
72365623049,8/26/21 19:05,71
72365623049,8/26/21 19:20,66
72365623049,8/26/21 19:53,64
72365623049,8/26/21 20:53,62
72365623049,8/26/21 21:53,62
72365623049,8/26/21 22:53,62
72365623049,8/26/21 23:53,66
72365623049,8/26/21 23:59,
72365623049,8/27/21 0:53,64
72365623049,8/27/21 1:53,61
72365623049,8/27/21 2:53,59
72365623049,8/27/21 3:53,58
72365623049,8/27/21 4:53,58
72365623049,8/27/21 5:53,57
72365623049,8/27/21 6:53,62
72365623049,8/27/21 7:53,67
72365623049,8/27/21 8:53,71
72365623049,8/27/21 9:53,76
72365623049,8/27/21 10:53,79
72365623049,8/27/21 11:53,82
72365623049,8/27/21 12:53,84
72365623049,8/27/21 13:53,85
72365623049,8/27/21 14:53,88
72365623049,8/27/21 15:53,88
72365623049,8/27/21 16:53,87
72365623049,8/27/21 17:42,75
72365623049,8/27/21 17:53,73
