"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMIN","TOBS"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-23","77","52","64"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-24","83","52","68"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-25","83","52","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-26","80","51","68"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-27","82","48","69"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-28","84","47","64"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-29","86","48","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-30","87","55","66"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-08-31","87","52","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-01","66","53","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-02","76","44","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-03","73","50","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-04","78","50","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-05","77","48","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-06","74","51","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-07","78","47","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-08","79","44","64"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-09","82","47","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-10","84","43","68"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-11","85","56","72"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-12","83","49","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-13","85","46","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-14","85","43","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-15","86","50","71"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-16","87","51","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-17","88","51","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-18","87","49","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-19","83","54","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-20","68","51","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-21","76","49","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-22","78","45","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-23","79","44","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-24","81","42","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-25","80","45","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-26","68","46","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-27","80","42","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-28","82","39","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-29","80","40","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-09-30","81","44","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-01","78","53","66"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-02","76","49","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-03","75","52","65"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-04","74","47","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-05","71","40","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-06","67","38","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-07","66","50","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-08","60","36","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-09","55","35","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-10","61","32","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-11","64","36","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-12","64","38","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-13","69","43","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-14","54","35","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-15","38","24","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-16","54","30","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-17","54","35","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-18","49","37","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-19","64","32","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-20","64","33","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-21","64","33","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-22","67","40","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-23","55","42","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-24","47","38","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-25","57","31","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-26","61","29","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-27","65","36","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-28","69","34","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-29","69","34","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-30","63","34","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-10-31","50","33","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-01","48","26","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-02","55","23","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-03","53","27","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-04","54","27","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-05","58","29","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-06","61","26","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-07","59","24","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-08","58","25","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-09","49","19","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-10","50","19","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-11","46","26","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-12","29","18","21"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-13","36","7","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-14","46","22","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-15","53","21","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-16","54","22","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-17","54","25","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-18","49","22","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-19","51","29","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-20","53","18","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-21","55","19","27"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-22","42","23","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-23","47","18","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-24","54","20",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-25","45","21","22"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-26","45","10","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-27","51","17","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-28","56","17","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-29","54","21","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-11-30","42","27","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-01","42","26","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-02","34","17","22"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-03","34","6","24"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-04","33","15","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-05","46","12","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-06","47","21","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-07","42","27","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-08","44","27","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-09",,"25",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-10","43","18",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-11","44","18",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-12","49","14",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-13","38","19","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-14","46","10","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-15","49","15","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-16","55","22","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-17","47","27","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-18","50","24","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-19",,"28","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-20","47","21","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-21","52","21","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-22","53","23","24"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-23","45","12","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-24","52","21","27"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-25","51","24","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-26","41","29","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-27","32","22","25"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-28","25",,"7"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-29","21","-10","17"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-30","22","4",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2018-12-31","31","1","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-01",,"12","12"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-02","26","-1","19"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-03","27","3","10"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-04","38","6","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-05","43","8","27"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-06","42","24","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-07","38","16","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-08","44","23","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-09","43","18","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-10","45","22","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-11","34","30","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-12","40","22","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-13","31","27","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-14","37","26","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-15","43","24","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-16","47","26","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-17","49","28","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-18","40","27","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-19","40","19","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-20","45","20","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-21","53","25","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-22",,"18","21"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-23","35","5","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-24","41","21","25"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-25","39","12","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-26","40","17","27"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-27","42","11","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-28","47","19","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-29","35","15","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-30","44","15","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-01-31","48","24","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-01","49","21","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-02","51","24","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-03","55","29","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-04","53","24","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-05","55","32","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-06","41","26","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-07","33","11","22"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-08","43","3","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-09","44","15","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-10","49","21","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-11","36","20","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-12","45","16","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-13","51","17","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-14","54","31","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-15","52","36","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-16","42","25",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-17","37","10","25"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-18","29","12","23"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-19","27","15","18"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-20","33","10","20"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-21","42","17","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-22","46","26","28"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-23","35","18","26"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-24","42","8","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-25","51","17","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-26","53","18","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-27","58","35","39"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-02-28","58","28","32"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-01","58","27","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-02","59","35","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-03","56","36","37"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-04","46","17","36"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-05","57","26","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-06","64","22","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-07","64","36","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-08","57","31","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-09","49","24","41"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-10","56","24","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-11","48","37","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-12","56","39","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-13","43","28","31"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-14","39","24","29"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-15","45","24","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-16","51","20","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-17","56","20","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-18","55","25","35"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-19","58","26","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-20","53","30","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-21","49","33","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-22","51","31","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-23","54","22","44"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-24","60","28","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-25","63","24","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-26","68","28","53"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-27","71","39","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-28","72","33","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-29","64","28","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-30","50","20","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-03-31","35","25","30"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-01","53","18","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-02","60","28","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-03","58","33","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-04","63","33","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-05","64","31","63"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-06","66","29","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-07","70","37","69"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-08","73","35","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-09","76","34","62"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-10","64","33",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-11","50","31","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-12","50","24","34"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-13","49","29","33"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-14","67","20","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-15","71","28","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-16","68","33","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-17","62","39","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-18","67","33","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-19","73","29","55"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-20","76","39","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-21","70","33","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-22","64","36","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-23","51","38","43"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-24","67","34","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-25","75","37","58"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-26","73","48","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-27","76","38","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-28","75","39","51"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-29","69","37","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-04-30","62","42","46"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-01","67","32","54"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-02","68","31","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-03","69","40","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-04","72","32","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-05","75","35","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-06","76","40","61"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-07","69","45","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-08","65","34","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-09","49","36","42"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-10","44","31","38"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-11","61","37","45"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-12","64","34","49"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-13","69","37","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-14","76","37","56"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-15","78","43","60"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-16","75","46","66"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-17","68","49","52"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-18","64","29","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-19","66","33","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-20","59","33","40"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-21","55","31","47"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-22","70","31","57"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-23","70","51",
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-24","69","34","48"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-25","77","34","63"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-26","79","43","50"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-27","74","37","59"
"USC00298085","SANTA FE 2, NM US","35.6194","-105.9753","2059.2","2019-05-28","66","34","53"
